char_len,token_count_space,avg_token_len,hangul_char_count,english_char_count,digit_char_count,special_char_count,hangul_ratio,english_ratio,digit_ratio,special_ratio,has_hangul,has_english,has_digit,is_kor_eng_mixed,has_question_mark,has_exclamation_mark,has_tilde,has_ellipsis,has_chosung,chosung_count,has_laughter_kk,has_laughter_hh,count_kk,count_hh,has_repeated_char,max_repeated_char_len,repeated_char_count,morph_count,unique_morph_count,pos_type_count,noun_count,noun_ratio,verb_count,verb_ratio,adjective_count,adjective_ratio,adverb_count,adverb_ratio,interjection_count,interjection_ratio,josa_count,josa_ratio,eomi_count,eomi_ratio,is_word_like,is_phrase_like,is_sentence_like,is_question_like,is_exclamation_like,is_command_like,has_abbreviation_pattern,has_initialism_pattern,has_meme_template_pattern,has_quote_like_pattern,syllable_count,avg_syllable_per_token,same_syllable_repeat_count,max_same_syllable_repeat_len,initial_consonant_repeat_score,vowel_repeat_score,final_consonant_ratio,no_final_consonant_ratio,rhythm_score,pronunciation_simplicity_score
3,1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,2,1,1,1,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1.0,0.1,1.0
3,1,3.0,3,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.25,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,1,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.15000000000000002,0.6833333333333333
7,2,3.0,6,0,0,0,0.8571428571428571,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,0.4,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,0,1,0,0,0,0,0,0,0,0,6,3.0,0,0,0.0,0.4,0.3333333333333333,0.6666666666666667,0.11333333333333334,0.5333333333333334
3,1,3.0,1,0,0,0,0.3333333333333333,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,2,1,2,2,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,1,0,0,0,1,1.0,0,0,0.0,0.0,1.0,0.0,0.18333333333333335,0.45
2,1,2.0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0.0,0.0,0.5,0.5,0.16666666666666669,0.65
14,4,2.75,11,0,0,0,0.7857142857142857,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,1,0.125,1,0.125,1,0.125,1,0.125,0,0.0,1,0.125,3,0.375,0,1,0,0,0,0,0,0,0,0,11,2.75,0,0,0.0,0.1,0.18181818181818182,0.8181818181818181,0.06785319247208982,0.40909090909090906
4,1,4.0,3,0,0,1,0.75,0.0,0.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0,0,1,0,0,0,0,0,0,3,3.0,0,0,0.5,0.0,0.3333333333333333,0.6666666666666667,0.30000000000000004,0.6833333333333333
2,1,2.0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0.0,0.0,1.0,0.0,0.16666666666666669,0.4
6,2,2.5,5,0,0,0,0.8333333333333334,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,5,2.5,0,0,0.0,0.0,0.2,0.8,0.08333333333333333,0.65
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.3333333333333333,0.3333333333333333,0.25,0.75,0.3,0.675
19,4,4.0,15,0,0,1,0.7894736842105263,0.0,0.0,0.05263157894736842,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9,3,0.25,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,2,0.16666666666666666,4,0.3333333333333333,0,1,0,1,0,0,0,0,1,0,15,3.75,0,0,0.0,0.14285714285714285,0.3333333333333333,0.6666666666666667,0.07352040284974638,0.33333333333333337
2,1,2.0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0.0,0.0,0.0,1.0,0.16666666666666669,0.9
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0.0,1,0.25,1,0.25,0,0.0,0,0.0,0,0.0,2,0.5,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.0,0.3333333333333333,0.25,0.75,0.2,0.675
6,2,2.5,5,0,0,0,0.8333333333333334,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,5,2.5,0,0,0.0,0.0,0.2,0.8,0.08333333333333333,0.65
7,1,7.0,5,0,0,0,0.7142857142857143,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,2,1,2,2,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,1,0,0,0,5,5.0,0,0,0.0,0.25,0.4,0.6,0.16666666666666669,0.55
9,2,4.0,8,0,0,0,0.8888888888888888,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,0,1,0,0,0,0,0,0,0,0,8,4.0,0,0,0.0,0.14285714285714285,0.625,0.375,0.07857142857142857,0.2875
7,2,3.0,5,0,0,1,0.7142857142857143,0.0,0.0,0.14285714285714285,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,2,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,1,0.16666666666666666,0,1,0,1,0,0,0,0,0,0,5,2.5,0,0,0.25,0.25,0.2,0.8,0.19166666666666665,0.65
18,6,2.1666666666666665,13,0,0,0,0.7222222222222222,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,3,0.3,1,0.1,1,0.1,1,0.1,0,0.0,2,0.2,2,0.2,0,0,1,0,0,0,0,0,0,0,13,2.1666666666666665,0,0,0.08333333333333333,0.0,0.46153846153846156,0.5384615384615384,0.08427034866470545,0.2692307692307692
5,1,5.0,5,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,5,5.0,0,0,0.25,0.25,0.2,0.8,0.24166666666666667,0.65
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.0,0.0,0.25,0.75,0.13333333333333333,0.675
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.0,0.0,0.25,0.75,0.13333333333333333,0.675
7,2,3.0,6,0,0,0,0.8571428571428571,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0.0,0,0.0,1,0.25,1,0.25,0,0.0,0,0.0,2,0.5,0,1,0,0,0,0,0,0,0,0,6,3.0,0,0,0.0,0.4,0.5,0.5,0.18000000000000002,0.45
7,2,3.0,6,0,0,0,0.8571428571428571,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,0.2,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,1,0,1,0,0,0,0,0,0,6,3.0,0,0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.05,0.5333333333333334
2,1,2.0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0.0,0.0,0.5,0.5,0.16666666666666669,0.65
3,1,3.0,3,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,0.85
9,3,2.3333333333333335,5,0,2,0,0.5555555555555556,0.0,0.2222222222222222,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,3,2,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,5,1.6666666666666667,0,0,0.25,0.5,0.4,0.6,0.2596289425649626,0.55
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.0,0.0,0.75,0.25,0.13333333333333333,0.425
2,1,2.0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,2,2.0,0,0,1.0,0.0,1.0,0.0,0.4666666666666667,0.4
8,2,3.5,7,0,0,0,0.875,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,7,3.5,0,0,0.0,0.16666666666666666,0.0,1.0,0.1,0.65
3,1,3.0,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,2,2.0,0,0,0.0,0.0,0.5,0.5,0.16666666666666669,0.65
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.0,0.0,0.25,0.75,0.13333333333333333,0.675
3,1,3.0,3,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0.0,0.5,0.6666666666666666,0.33333333333333337,0.25,0.5166666666666666
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,2,0.4,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.0,1.0,0.0,1.0,0.33333333333333337,0.8
9,3,2.3333333333333335,6,0,0,1,0.6666666666666666,0.0,0.0,0.1111111111111111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0.0,1,0.16666666666666666,0,0.0,2,0.3333333333333333,1,0.16666666666666666,0,0.0,1,0.16666666666666666,0,1,0,1,0,0,0,0,0,0,6,2.0,0,0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.06796227589829593,0.5333333333333334
6,2,2.5,5,0,0,0,0.8333333333333334,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,5,2.5,0,0,0.0,0.5,0.4,0.6,0.18333333333333335,0.55
6,2,2.5,5,0,0,0,0.8333333333333334,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,5,2.5,0,0,0.0,0.0,0.2,0.8,0.08333333333333333,0.65
3,1,3.0,3,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,1,0,3,3.0,0,0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.15000000000000002,0.5166666666666666
5,2,2.0,4,0,0,0,0.8,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.25,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,1,0,0,0,0,0,0,0,0,4,2.0,0,0,0.0,0.3333333333333333,0.75,0.25,0.15000000000000002,0.425
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.0,0.0,0.5,0.5,0.13333333333333333,0.55
10,3,2.6666666666666665,8,0,0,0,0.8,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,2,0.25,0,0.0,1,0.125,0,0.0,0,0.0,1,0.125,2,0.25,0,1,0,0,0,0,0,0,0,0,8,2.6666666666666665,0,0,0.14285714285714285,0.2857142857142857,0.375,0.625,0.16796227589829593,0.4125
3,1,3.0,3,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.15000000000000002,0.5166666666666666
6,3,1.3333333333333333,4,0,0,0,0.6666666666666666,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,2,0.3333333333333333,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,4,1.3333333333333333,0,0,0.0,0.0,0.5,0.5,0.10129560923162925,0.55
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.0,0.3333333333333333,0.5,0.5,0.2,0.55
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.5,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.0,0.6666666666666666,0.25,0.75,0.26666666666666666,0.675
3,1,3.0,3,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0.5,0.0,0.6666666666666666,0.33333333333333337,0.30000000000000004,0.5166666666666666
3,1,3.0,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0.0,0.0,0.5,0.5,0.16666666666666669,0.65
9,1,9.0,9,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,9,9.0,0,0,0.125,0.125,0.4444444444444444,0.5555555555555556,0.1625,0.3277777777777778
14,4,2.75,11,0,0,0,0.7857142857142857,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,1,0.14285714285714285,0,0.0,1,0.14285714285714285,2,0.2857142857142857,0,0.0,2,0.2857142857142857,1,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,11,2.75,0,0,0.2,0.0,0.45454545454545453,0.5454545454545454,0.10033852174946561,0.2727272727272727
3,1,3.0,3,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0.0,0.0,1.0,0.0,0.15000000000000002,0.35
9,2,4.0,7,0,0,1,0.7777777777777778,0.0,0.0,0.1111111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,0,1,0,0,1,0,0,0,0,0,7,3.5,0,0,0.5,0.3333333333333333,0.2857142857142857,0.7142857142857143,0.26666666666666666,0.5071428571428571
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0.0,1,0.25,1,0.25,0,0.0,0,0.0,0,0.0,2,0.5,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.0,0.3333333333333333,0.25,0.75,0.2,0.675
10,3,2.6666666666666665,8,0,0,0,0.8,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,1,0.14285714285714285,2,0.2857142857142857,0,0.0,0,0.0,0,0.0,2,0.2857142857142857,2,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,8,2.6666666666666665,0,0,0.0,0.14285714285714285,0.0,1.0,0.0965337044697245,0.6
8,2,3.5,6,0,0,1,0.75,0.0,0.0,0.125,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,0,1,0,0,1,0,0,0,0,0,6,3.0,0,0,0.0,0.2,0.16666666666666666,0.8333333333333334,0.10666666666666667,0.6166666666666667
9,2,4.0,5,0,2,1,0.5555555555555556,0.0,0.2222222222222222,0.1111111111111111,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,7,6,7,1,0.14285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,1,0.14285714285714285,0,1,0,1,0,0,0,0,0,0,5,2.5,0,0,0.25,0.0,0.6,0.4,0.14166666666666666,0.45
2,1,2.0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0.0,0.0,0.5,0.5,0.16666666666666669,0.65
4,1,4.0,4,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0.0,0.0,0.0,1.0,0.13333333333333333,0.8
5,2,2.0,3,0,0,1,0.6,0.0,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.25,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,0,0.0,0,1,0,0,0,0,0,0,0,0,3,1.5,0,0,0.0,0.5,0.0,1.0,0.25,0.85
5,2,2.0,3,0,0,1,0.6,0.0,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,3,1.5,0,0,0.0,0.5,0.3333333333333333,0.6666666666666667,0.25,0.6833333333333333
9,3,2.3333333333333335,6,0,0,1,0.6666666666666666,0.0,0.0,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0.0,1,0.2,0,0.0,1,0.2,1,0.2,0,0.0,1,0.2,0,1,0,0,0,0,0,0,0,0,6,2.0,0,0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.051471862576142974,0.5333333333333334
9,3,2.3333333333333335,7,0,0,0,0.7777777777777778,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,0.2,1,0.2,0,0.0,1,0.2,0,0.0,1,0.2,1,0.2,0,1,0,0,0,0,0,0,0,0,7,2.3333333333333335,0,0,0.0,0.16666666666666666,0.14285714285714285,0.8571428571428572,0.10129560923162925,0.5785714285714286
11,3,3.0,9,0,0,0,0.8181818181818182,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,0.14285714285714285,1,0.14285714285714285,0,0.0,1,0.14285714285714285,0,0.0,0,0.0,3,0.42857142857142855,0,1,0,0,0,0,0,0,0,0,9,3.0,0,0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.05505102572168219,0.3277777777777778
3,1,3.0,3,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.15000000000000002,0.6833333333333333
3,1,3.0,3,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.15000000000000002,0.5166666666666666
14,3,4.0,12,0,0,0,0.8571428571428571,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,5,5,1,0.2,1,0.2,0,0.0,1,0.2,0,0.0,1,0.2,1,0.2,0,1,0,0,0,0,0,0,0,0,12,4.0,1,2,0.18181818181818182,0.2727272727272727,0.5833333333333334,0.41666666666666663,0.44707049880223626,0.20833333333333331
14,5,2.0,10,0,0,0,0.7142857142857143,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,2,0.2857142857142857,2,0.2857142857142857,0,0.0,1,0.14285714285714285,0,0.0,0,0.0,2,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,10,2.0,0,0,0.2222222222222222,0.0,0.4,0.6,0.12792407799438735,0.3
5,1,5.0,4,0,0,1,0.8,0.0,0.0,0.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,3,3,3,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,4,4.0,1,3,0.6666666666666666,1.0,0.0,1.0,0.8333333333333333,0.8
4,2,1.5,3,0,0,0,0.75,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,3,1.5,0,0,1.0,1.0,0.6666666666666666,0.33333333333333337,0.6166666666666667,0.5166666666666666
12,3,3.3333333333333335,10,0,0,0,0.8333333333333334,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0.8,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,10,3.3333333333333335,0,0,0.0,0.0,0.3,0.7,0.06796227589829593,0.35
4,1,4.0,0,3,0,1,0.0,0.75,0.0,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1.0,0.1,1.0
8,2,3.5,7,0,0,0,0.875,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,1,0,0,0,0,0,0,0,0,7,3.5,0,0,0.0,0.0,0.5714285714285714,0.4285714285714286,0.06666666666666667,0.3642857142857143
5,1,5.0,3,0,0,2,0.6,0.0,0.0,0.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,1,0.25,1,0,0,1,0,0,0,0,0,0,3,3.0,0,0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.15000000000000002,0.5166666666666666
3,1,3.0,3,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0.5,0.0,0.3333333333333333,0.6666666666666667,0.30000000000000004,0.6833333333333333
